country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane
Mexico,2008,492.98,40.784,18.638,118.567,288.397,137.28
Mexico,2009,475.903,40.813,17.863,123.433,272.741,135.71
Mexico,2010,463.783,51.054,17.046,124.122,259.679,130.23
Mexico,2011,484.165,56.041,17.771,130.707,272.512,134.84
Mexico,2012,496.3,49.223,18.411,135.727,290.158,125.01
Mexico,2013,490.13,49.977,17.437,142.277,277.695,126.2
Mexico,2014,481.129,48.944,18.259,138.503,269.275,131.62
Mexico,2015,481.975,44.114,19.16,147.977,258.874,142.73
Mexico,2016,482.798,47.621,17.518,151.455,251.592,144.88
Mexico,2017,459.849,48.53,17.96,143.251,245.84,144.88
Mexico,2018,455.308,45.995,20.864,149.181,239.268,144.88
Mexico,2019,435.512,43.912,20.864,149.84,220.896,144.88
Mexico,2020,356.968,16.936,20.864,146.978,172.189,144.88
Moldova,1991,29.631,6.496,0.901,6.997,15.08,5.7
Moldova,1992,20.978,4.008,0.474,6.995,9.501,5.2
Moldova,1993,15.846,3.836,0.406,5.218,6.386,4.81
Moldova,1994,12.427,3.697,0.328,5.023,3.378,5.06
Moldova,1995,11.405,2.246,0.249,5.859,3.052,4.96
Moldova,1996,11.687,1.982,0.193,6.701,2.81,4.99
Moldova,1997,7.301,0.997,0.27,3.466,2.568,4.44
Moldova,1998,6.444,0.983,0.215,3.12,2.126,4.07
Moldova,1999,4.685,0.447,0.211,2.607,1.419,4.07
Moldova,2000,3.573,0.366,0.173,1.751,1.282,3.9
Moldova,2001,3.787,0.26,0.174,1.92,1.433,3.65
Moldova,2002,4.052,0.278,0.219,1.924,1.63,3.69
Moldova,2003,4.404,0.337,0.246,2.056,1.766,3.75
Moldova,2004,4.613,0.319,0.283,2.103,1.909,3.67
Moldova,2005,4.938,0.286,0.365,2.365,1.921,3.57
Moldova,2006,5.03,0.344,0.457,2.36,1.869,3.46
Moldova,2007,4.979,0.169,0.703,2.176,1.931,3.54
Moldova,2008,5.19,0.326,0.79,2.041,2.034,3.34
Moldova,2009,4.54,0.348,0.341,1.876,1.975,3.27
Moldova,2010,4.831,0.326,0.35,1.982,2.173,3.3
Moldova,2011,4.945,0.333,0.427,1.916,2.268,3.35
Moldova,2012,4.766,0.414,0.442,1.825,2.085,3.33
Moldova,2013,4.899,0.553,0.477,1.722,2.147,3.34
Moldova,2014,4.759,0.366,0.465,1.751,2.176,3.39
Moldova,2015,4.782,0.37,0.443,1.68,2.288,3.41
Moldova,2016,4.904,0.279,0.434,1.727,2.464,3.37
Moldova,2017,5.221,0.403,0.538,1.726,2.554,3.37
Moldova,2018,5.433,0.308,0.578,1.877,2.669,3.37
Moldova,2019,5.156,0.286,0.578,1.776,2.516,3.37
Moldova,2020,5.147,0.366,0.578,1.954,2.249,3.37
Morocco,1991,23.688,4.874,2.514,0.073,16.227,11.21
Morocco,1992,24.737,4.184,2.745,0.048,17.76,11.05
Morocco,1993,26.779,4.763,2.732,0.048,19.237,10.26
Morocco,1994,28.124,5.309,2.714,0.044,20.057,10.52
Morocco,1995,28.75,6.314,2.718,0.026,19.693,10.51
Morocco,1996,29.525,8.051,2.778,0.033,18.663,10.88
Morocco,1997,29.978,7.682,3.032,0.066,19.197,11.3
Morocco,1998,30.881,8.57,3.086,0.066,19.159,11.32
Morocco,1999,31.986,8.295,3.113,0.077,20.5,11.67
Morocco,2000,33.199,10.028,3.326,0.088,19.756,12.03
Morocco,2001,36.806,12.773,4.079,0.084,19.87,12.17
Morocco,2002,37.306,13.105,4.132,0.084,19.985,12.27
Morocco,2003,36.57,12.234,4.184,0.081,20.071,12.55
Morocco,2004,42.226,13.689,4.395,0.099,24.043,12.85
Morocco,2005,44.661,14.084,4.364,0.868,25.344,13.02
Morocco,2006,46.249,14.699,4.472,1.095,25.983,13.43
Morocco,2007,48.913,15.078,5.004,1.242,27.588,13.65
Morocco,2008,51.369,14.121,5.455,1.114,30.679,14.03
Morocco,2009,50.86,13.168,5.598,1.209,30.884,14.33
Morocco,2010,54.365,13.223,5.359,1.304,34.478,14.82
Morocco,2011,54.868,11.465,5.191,1.638,36.574,15.46
Morocco,2012,56.954,11.462,5.838,2.396,37.258,15.78
Morocco,2013,56.606,11.212,6.073,2.349,36.973,16.22
Morocco,2014,57.175,15.3,5.171,2.246,34.458,16.67
Morocco,2015,58.547,16.844,5.299,2.323,34.081,16.98
Morocco,2016,58.457,16.235,5.205,2.363,34.654,17.2
Morocco,2017,61.629,16.876,5.577,2.345,36.831,17.2
Morocco,2018,62.295,18.72,5.577,2.114,35.884,17.2
Morocco,2019,68.217,24.219,5.577,2.003,36.418,17.2
Morocco,2020,64.536,24.316,5.577,1.546,33.097,17.2
Mozambique,1991,0.949,0.165,0.033,0.004,0.751,13.99
Mozambique,1992,1.038,0.158,0.012,0.004,0.868,14.06
Mozambique,1993,1.192,0.158,0.008,0.004,1.026,14.13
Mozambique,1994,1.08,0.158,0.024,0.004,0.897,14.16
Mozambique,1995,1.109,0.15,0.024,0.004,0.934,14.25
Mozambique,1996,1.092,0.066,0.073,0.004,0.953,12.76
Mozambique,1997,1.17,0.066,0.089,0.004,1.015,11.39
Mozambique,1998,1.112,0.026,0.086,0.004,1.026,12.89
Mozambique,1999,1.168,0.026,0.087,0.004,1.081,12.21
Mozambique,2000,1.322,0.026,0.109,0.004,1.213,10.56
Mozambique,2001,1.554,0.026,0.107,0.004,1.444,23.3
Mozambique,2002,1.537,0.026,0.197,0.004,1.337,17.97
Mozambique,2003,1.856,0.026,0.24,0.004,1.612,16.53
Mozambique,2004,1.864,0.026,0.219,0.007,1.638,15.21
Mozambique,2005,1.77,0.026,0.194,0.139,1.436,16.88
Mozambique,2006,1.916,0.026,0.238,0.161,1.517,15.37
Mozambique,2007,2.189,0.026,0.257,0.07,1.836,16.43
Mozambique,2008,2.18,0.026,0.286,0.117,1.751,17.19
Mozambique,2009,2.439,0.026,0.299,0.15,1.964,15.83
Mozambique,2010,2.635,0.026,0.341,0.154,2.114,16.95
Mozambique,2011,3.107,0.125,0.373,0.183,2.426,16.19
Mozambique,2012,2.981,0.04,0.453,0.172,2.316,17.36
Mozambique,2013,3.576,0.037,0.506,0.356,2.677,19.01
Mozambique,2014,7.899,0.824,0.586,1.326,5.163,19.47
Mozambique,2015,6.304,0.429,0.614,1.741,3.519,19.29
Mozambique,2016,8.155,0.051,0.948,1.535,5.621,18.54
Mozambique,2017,8.323,0.092,0.911,1.396,5.925,18.54
Mozambique,2018,6.891,0.117,0.93,1.645,4.199,18.54
Mozambique,2019,7.288,0.099,0.93,1.877,4.381,18.54
Mozambique,2020,6.571,0.103,0.93,1.835,3.702,18.54
Netherlands,1991,170.227,31.655,0.498,81.308,54.783,32.04
Netherlands,1992,170.015,31.239,0.449,79.3,57.125,31.56
Netherlands,1993,170.206,31.582,0.458,81.861,54.448,30.98
Netherlands,1994,170.788,34.655,0.463,78.7,55.004,30.25
Netherlands,1995,172.3,34.701,0.428,81.003,54.318,29.63
Netherlands,1996,181.453,33.336,0.316,90,56.05,28.99
Netherlands,1997,174.494,32.503,0.376,84.033,55.779,27.53
Netherlands,1998,175.463,33.088,0.432,83.208,57.125,26.59
Netherlands,1999,169.937,29.036,0.517,81.289,57.678,25.5
Netherlands,2000,171.085,30.337,0.469,81.326,57.508,24.4
Netherlands,2001,176.211,32.356,0.478,83.39,58.557,23.76
Netherlands,2002,175.571,32.617,0.489,82.497,57.663,22.68
Netherlands,2003,179.009,33.694,0.434,83.107,59.537,21.88
Netherlands,2004,180.896,33.228,0.446,85.427,59.596,21.4
Netherlands,2005,176.922,31.995,0.421,82.843,59.339,20.13
Netherlands,2006,172.098,30.441,0.4,80.277,58.69,19.55
Netherlands,2007,171.881,32.719,0.403,77.784,58.617,19.73
Netherlands,2008,174.862,31.729,0.399,81.492,59.07,20.19
Netherlands,2009,169.539,29.238,0.416,81.913,55.794,19.94
Netherlands,2010,181.538,30.219,0.348,91.742,56.986,19.91
Netherlands,2011,168.271,29.405,0.351,79.945,56.4,19.3
Netherlands,2012,164.7,31.74,0.308,76.253,54.31,18.89
Netherlands,2013,164.685,32.444,0.274,76.947,52.679,18.88
Netherlands,2014,157.663,35.797,0.282,67.011,52.207,18.7
Netherlands,2015,164.2,43.557,0.249,66.165,51.919,19
Netherlands,2016,164.925,40.079,0.239,68.997,53.208,18.83
Netherlands,2017,162.61,36.059,0.298,70.744,53.008,18.83
Netherlands,2018,159.02,32.987,0.22,69.85,53.551,18.83
Netherlands,2019,153.6,25.396,0.006,72.691,53.257,18.83
Netherlands,2020,138.1,16.723,0.006,70.745,48.409,18.83
New Zealand,1991,26.333,4.503,0.438,8.022,12.291,32.23
New Zealand,1992,28.275,4.922,0.477,8.443,13.303,31.93
New Zealand,1993,27.863,4.889,0.489,8.182,13.173,31.85
New Zealand,1994,28.028,4.627,0.497,7.648,14.089,32.77
New Zealand,1995,28.149,4.631,0.539,7.06,14.741,33.54
New Zealand,1996,29.377,4.585,0.51,8.093,14.9,33.27
New Zealand,1997,31.326,4.934,0.532,9.225,15.222,33.34
New Zealand,1998,29.931,4.519,0.489,7.969,15.501,32.75
New Zealand,1999,31.538,4.619,0.532,9.135,15.805,33.15
New Zealand,2000,32.339,4.409,0.531,9.468,16.467,32.59
New Zealand,2001,34.49,5.412,0.535,10.425,16.581,32.88
New Zealand,2002,34.66,5.421,0.551,9.843,17.312,33.61
New Zealand,2003,36.301,7.74,0.534,8.455,18.107,33.7
New Zealand,2004,35.953,8.013,0.488,7.265,18.473,33.62
New Zealand,2005,37.553,8.919,0.577,7.573,18.651,33.57
New Zealand,2006,37.543,8.796,0.545,7.666,18.784,33.83
New Zealand,2007,36.657,6.726,0.687,8.403,18.991,33.48
New Zealand,2008,37.713,8.284,0.639,7.909,18.861,32.96
New Zealand,2009,34.882,6.316,0.586,7.614,18.111,33.34
New Zealand,2010,35.031,5.458,0.557,8.51,18.194,33.35
New Zealand,2011,34.497,5.534,0.529,7.748,18.405,33.19
New Zealand,2012,36.138,6.853,0.569,8.402,18.167,33.55
New Zealand,2013,35.305,6.013,0.586,8.336,18.546,33.37
New Zealand,2014,35.531,5.442,0.619,8.558,18.851,33.67
New Zealand,2015,36.071,5.47,0.621,8.431,19.379,32.81
New Zealand,2016,34.305,4.465,0.486,7.869,19.489,32.81
New Zealand,2017,35.855,4.669,0.444,8.493,20.363,32.81
New Zealand,2018,35.789,5.196,0.418,7.879,20.526,32.81
New Zealand,2019,37.495,5.986,0.411,8.434,20.887,32.81
New Zealand,2020,33.475,5.714,0.411,7.847,17.727,32.81
Nigeria,1991,41.929,0.191,1.435,9.12,31.184,116.05
Nigeria,1992,46.265,0.139,1.432,9.592,35.102,116.93
Nigeria,1993,44.814,0.022,1.308,10.478,33.006,118.08
Nigeria,1994,34.935,0.066,1.072,10.269,23.528,120.1
Nigeria,1995,33.417,0.051,1.06,10.066,22.239,113.4
Nigeria,1996,36.789,0.022,1.035,10.201,25.531,115.87
Nigeria,1997,41.009,0.026,1.024,10.666,29.294,109.63
Nigeria,1998,37.746,0.033,1.095,11.029,25.589,105.92
Nigeria,1999,39.587,0.044,1.012,11.608,26.923,98.81
Nigeria,2000,78.823,0.007,1.011,13.179,31.54,93.72
Nigeria,2001,86.719,0.007,0.966,11.608,37.204,89.74
Nigeria,2002,94.304,0.114,0.842,11.889,37.573,92.4
Nigeria,2003,100.008,0.062,0.919,20.097,34.203,96.24
Nigeria,2004,98.685,0.022,0.915,20.507,30.847,99.15
Nigeria,2005,105.758,0.022,1.07,20.631,39.793,104.16
Nigeria,2006,97.809,0.022,1.296,21.618,31.979,104.83
Nigeria,2007,94.27,0.062,1.82,22.233,27.26,105.05
Nigeria,2008,94.772,0.084,3.846,20.654,33.5,106.13
Nigeria,2009,74.885,0.092,3.851,18.053,27.253,104.28
Nigeria,2010,112.314,0.103,3.856,20.196,58.741,107.77
Nigeria,2011,129.569,0.084,4.59,28.003,69.442,112.4
Nigeria,2012,116.331,0.128,6.118,28.872,55.858,116.41
Nigeria,2013,122.098,0.117,7.785,28.63,62.268,118.9
Nigeria,2014,127.823,0.121,7.75,32.676,66.623,121.37
Nigeria,2015,113.47,0.125,8.137,32.448,54.125,124.08
Nigeria,2016,115.821,0.121,8.525,30.881,60.557,133.82
Nigeria,2017,114.043,0.121,7.362,32.415,58.488,133.82
Nigeria,2018,127.928,0.125,8.137,36.208,68.11,133.82
Nigeria,2019,130.104,0.118,8.137,37.818,68.682,133.82
Nigeria,2020,125.463,0.106,8.137,39.155,62.716,133.82
North Macedonia,1991,10.035,5.089,0.277,0.04,4.656,2.62
North Macedonia,1992,10.985,7.617,0.213,0.04,3.155,2.41
North Macedonia,1993,10.124,7.574,0.205,0.04,2.344,2.43
North Macedonia,1994,10.534,7.903,0.198,0.04,2.433,2.36
North Macedonia,1995,10.637,8.141,0.213,0.04,2.283,2.39
North Macedonia,1996,11.684,7.915,0.198,0.04,3.571,2.39
North Macedonia,1997,10.578,7.398,0.202,0.04,2.979,2.36
North Macedonia,1998,12.571,9.61,0.187,0.04,2.734,2.33
North Macedonia,1999,11.666,8.692,0.212,0.077,2.685,2.23
North Macedonia,2000,11.996,8.819,0.234,0.125,2.818,2.3
North Macedonia,2001,11.926,9.211,0.253,0.165,2.297,2.24
North Macedonia,2002,10.867,7.892,0.242,0.172,2.561,2.21
North Macedonia,2003,11.226,8.239,0.308,0.15,2.529,2.33
North Macedonia,2004,11.106,8.076,0.297,0.136,2.597,2.37
North Macedonia,2005,11.179,8.002,0.352,0.143,2.682,2.32
North Macedonia,2006,10.834,7.449,0.366,0.154,2.865,2.35
North Macedonia,2007,9.384,5.723,0.37,0.194,3.096,2.39
North Macedonia,2008,9.296,5.936,0.359,0.224,2.777,2.4
North Macedonia,2009,8.592,5.278,0.356,0.147,2.811,2.34
North Macedonia,2010,8.5,5.223,0.315,0.22,2.743,2.38
North Macedonia,2011,9.197,5.818,0.359,0.253,2.766,2.44
North Macedonia,2012,8.735,5.525,0.249,0.26,2.7,2.41
North Macedonia,2013,7.771,4.558,0.282,0.297,2.634,2.39
North Macedonia,2014,7.46,4.316,0.256,0.253,2.634,2.42
North Macedonia,2015,7.024,3.748,0.264,0.231,2.781,2.46
North Macedonia,2016,6.987,3.437,0.333,0.363,2.854,2.49
North Macedonia,2017,7.504,3.814,0.352,0.465,2.873,2.49
North Macedonia,2018,7.024,3.404,0.359,0.429,2.832,2.49
North Macedonia,2019,7.975,4.034,0.359,0.501,3.08,2.49
North Macedonia,2020,7.147,3.379,0.359,0.573,2.835,2.49
Norway,1991,33.54,3.762,0.592,6.966,19.694,5.9
Norway,1992,34.468,3.814,0.653,7.212,19.985,6
Norway,1993,36.008,4.195,0.838,7.573,20.41,6.07
Norway,1994,37.914,4.617,0.845,8.179,21.161,6.13
Norway,1995,38.522,4.671,0.875,8.287,21.627,6.09
Norway,1996,41.594,4.66,0.863,8.831,23.717,6.13
Norway,1997,41.756,4.826,0.922,9.373,23.348,6.17
Norway,1998,41.885,5.13,0.9,8.706,23.729,5.97
Norway,1999,42.646,5.015,0.892,8.424,24.316,5.76
Norway,2000,42.171,4.971,0.89,9.956,22.151,5.85
Norway,2001,43.537,4.613,0.853,11.135,23.086,5.88
Norway,2002,42.623,4.041,0.875,11.351,23.063,5.71
Norway,2003,44.012,3.866,0.904,12.013,24.044,5.79
Norway,2004,44.357,4.356,0.716,12.537,23.752,5.77
Norway,2005,43.382,3.905,0.78,12.328,23.437,5.52
Norway,2006,43.972,3.4,0.805,12.34,24.554,5.43
Norway,2007,45.714,3.713,0.869,12.566,24.421,5.5
Norway,2008,44.837,3.854,0.833,12.807,23.834,5.34
Norway,2009,43.268,2.868,0.842,13.574,23.185,5.29
Norway,2010,45.697,3.648,0.754,13.657,24.55,5.32
Norway,2011,44.817,3.785,0.749,13.062,24.14,5.21
Norway,2012,44.342,3.756,0.725,12.866,23.903,5.13
Norway,2013,44.639,3.871,0.731,12.511,24.435,5.1
Norway,2014,45.078,4.088,0.727,13.3,24.238,5.16
Norway,2015,45.616,3.964,0.672,14.079,23.909,5.07
Norway,2016,44.8,4.062,0.684,13.719,23.483,4.99
Norway,2017,44.372,4.204,0.766,14.007,22.733,4.99
Norway,2018,44.469,4.066,0.73,13.799,23.285,4.99
Norway,2019,42.865,4.085,0.722,13.707,22.292,4.99
Norway,2020,41.283,4.083,0.722,13.307,21.112,4.99
Pakistan,1991,67.477,8.024,3.159,23.983,32.311,71.68
Pakistan,1992,72.015,8.361,3.168,25.515,34.971,72.65
Pakistan,1993,77.176,8.464,3.379,26.949,38.384,74.86
Pakistan,1994,84.018,9.208,3.286,28.539,42.986,76.12
Pakistan,1995,83.614,8.332,3.479,28.11,43.693,77.77
Pakistan,1996,93.539,9.357,3.602,30.403,50.177,81.42
Pakistan,1997,93.788,8.574,3.639,32.218,49.358,83.56
Pakistan,1998,96.741,8.182,3.595,32.384,52.58,85.89
Pakistan,1999,99.389,8.592,3.873,34.476,52.448,88.41
Pakistan,2000,105.42,8.189,3.989,36.369,55.392,89.83
Pakistan,2001,107.126,8.042,4.414,37.856,55.088,91.1
Pakistan,2002,112.904,10.08,4.395,44.77,53.659,93.8
Pakistan,2003,117.491,13.194,5.171,54.912,44.213,97.04
Pakistan,2004,129.96,16.906,5.941,60.778,46.335,99.6
Pakistan,2005,134.757,16.191,6.703,63.497,48.365,102.48
Pakistan,2006,143.726,17.689,8.063,63.756,54.218,109.31
Pakistan,2007,155.846,23.109,9.908,64.952,57.877,112.14
Pakistan,2008,155.356,18.91,11.764,65.754,58.928,116.86
Pakistan,2009,155.221,18.511,11.412,66.989,58.309,119.83
Pakistan,2010,154.145,17.426,11.451,63.123,62.145,119.25
Pakistan,2011,154.66,17.166,11.031,65.959,60.504,125.32
Pakistan,2012,153.876,14.696,11.383,64.179,63.618,127.79
Pakistan,2013,150.451,13.659,12.028,63.721,61.042,132.76
Pakistan,2014,156.243,18.844,12.196,64.199,61.004,136.7
Pakistan,2015,169.252,19.276,12.682,64.406,72.888,139.81
Pakistan,2016,207.019,24.662,14.127,70.298,97.931,143.24
Pakistan,2017,233.978,40.978,14.845,74.291,103.863,143.24
Pakistan,2018,238.306,46.881,15.608,75.783,100.035,143.24
Pakistan,2019,234.289,52.789,15.608,77.302,88.59,143.24
Pakistan,2020,234.755,58.77,15.608,71.688,88.688,143.24
Panama,1991,3.104,0.128,0.129,0.337,2.847,4.44
Panama,1992,4.112,0.128,0.108,0.337,3.876,4.54
Panama,1993,3.785,0.139,0.246,0.337,3.4,4.61
Panama,1994,4.177,0.143,0.264,0.337,3.77,4.7
Panama,1995,3.653,0.095,0.264,0.337,3.294,4.6
Panama,1996,4.447,0.264,0.277,0.337,3.906,4.35
Panama,1997,4.63,0.15,0.299,0.337,4.18,4.09
Panama,1998,5.901,0.158,0.32,0.337,5.423,4
Panama,1999,5.622,0.158,0.324,0.337,5.14,3.84
Panama,2000,5.728,0.158,0.405,0.337,5.166,3.69
Panama,2001,6.953,0.169,0.347,0.337,6.438,4.04
Panama,2002,5.821,0.121,0.314,0.337,5.386,4.19
Panama,2003,6.09,0.63,0.37,0.337,5.72,4.59
Panama,2004,5.711,0.63,0.431,0.337,5.28,4.34
Panama,2005,6.971,0.63,0.431,0.337,6.54,4.34
Panama,2006,7.524,0.63,0.427,0.337,7.097,4.5
Panama,2007,7.35,0.63,0.421,0.337,6.929,4.49
Panama,2008,7.335,0.63,0.732,0.337,6.603,4.69
Panama,2009,8.461,0.63,0.664,0.337,7.797,4.86
Panama,2010,9.072,0.63,0.586,0.337,8.486,4.87
Panama,2011,9.953,0.63,0.69,0.337,8.633,5.07
Panama,2012,9.768,0.857,0.898,0.337,8.013,5.24
Panama,2013,10.513,0.905,0.921,0.337,8.687,5.29
Panama,2014,10.855,0.934,0.849,0.337,9.072,5.21
Panama,2015,10.878,0.938,0.853,0.337,9.087,5.34
Panama,2016,10.555,0.832,0.853,0.337,8.871,5.37
Panama,2017,11.212,0.231,0.737,0.337,10.245,5.37
Panama,2018,10.731,0.582,0.775,0.337,9.036,5.37
Panama,2019,12.294,0.871,0.775,0.889,9.758,5.37
Panama,2020,10.78,0.686,0.775,0.659,8.659,5.37
Peru,1991,20.758,0.967,1.027,1.183,17.236,17.53
Peru,1992,20.986,1.048,0.973,1.268,17.697,17.51
Peru,1993,23.885,1.579,1.161,1.334,19.811,17.61
Peru,1994,23.759,1.246,1.471,1.392,19.65,18.74
Peru,1995,24.669,1.393,1.751,0.945,20.58,20.12
Peru,1996,24.224,1.315,1.771,1.022,20.115,20.81
Peru,1997,27.285,1.264,1.974,0.788,23.259,21.9
Peru,1998,27.609,1.466,1.987,1.092,23.065,23.18
Peru,1999,29.174,1.411,1.734,1.48,24.549,24.89
Peru,2000,30.104,1.971,1.778,1.396,23.167,25.66
Peru,2001,26.981,2.059,1.806,1.048,20.185,25.84
Peru,2002,27.01,2.796,1.827,1.147,19.364,26.52
Peru,2003,26.21,2.766,1.845,1.268,18.445,27.12
Peru,2004,31.708,3.25,2.132,1.982,20.698,26.84
Peru,2005,36.934,3.419,2.376,3.346,20.953,29.31
Peru,2006,28.432,2.869,2.612,3.829,18.727,28.06
Peru,2007,34.669,3.605,2.73,5.346,22.501,29.26
Peru,2008,40.81,3.389,2.939,7.431,21.423,28.9
Peru,2009,51.318,3.056,3.33,9.386,23.664,29.26
Peru,2010,57.173,3.301,3.338,12.579,23.193,30.34
Peru,2011,48.924,3.129,3.3,11.666,23.911,29.78
Peru,2012,54.041,2.898,3.731,12.945,25.696,30.53
Peru,2013,43.063,3.371,4.257,11.864,23.274,30.54
Peru,2014,49.434,3.048,4.59,16.532,24.849,30.56
Peru,2015,49.067,3.089,4.476,16.245,24.994,31.03
Peru,2016,52.72,3.213,4.34,17.088,27.943,31.38
Peru,2017,53.722,2.81,4.291,14.457,31.996,31.38
Peru,2018,54.649,2.503,4.32,14.949,32.676,31.38
Peru,2019,54.978,1.688,4.32,15.296,33.472,31.38
Peru,2020,44.706,1.239,4.32,13.133,25.812,31.38
Philippines,1991,43.472,4.129,3.021,0.011,36.321,47.08
Philippines,1992,48.293,4.225,2.903,0.011,41.164,45.43
Philippines,1993,48.929,4.192,3.455,0.011,41.282,46.7
Philippines,1994,54.122,4.181,4.138,0.011,45.793,50.19
Philippines,1995,59.95,4.693,4.547,0.015,50.696,51.89
Philippines,1996,61.255,5.903,5.335,0.018,49.999,54.04
Philippines,1997,70.062,6.789,6.279,0.011,56.983,54
Philippines,1998,68.253,6.859,5.492,0.018,55.883,49.07
Philippines,1999,68.176,11.874,5.331,0.015,50.956,56.38
Philippines,2000,72.348,16.302,5.059,0.018,50.969,57.23
Philippines,2001,70.304,16.364,3.623,0.26,50.056,57.97
Philippines,2002,70.156,14.298,5.553,3.265,47.041,58.6
Philippines,2003,70.215,14.858,5.359,4.976,45.023,58.84
Philippines,2004,72.771,16.099,5.416,4.759,46.497,60.4
Philippines,2005,73.272,18.774,6.221,6.302,41.975,60.37
Philippines,2006,66.524,17.781,4.88,5.21,38.652,60.83
Philippines,2007,70.763,21.889,5.155,7.079,36.64,62.05
Philippines,2008,77.301,25.455,5.168,7.449,39.229,63.39
Philippines,2009,76.492,24.662,5.67,7.504,38.655,64.19
Philippines,2010,82.953,28.231,6.056,7.068,41.597,63.02
Philippines,2011,83.743,31.017,6.114,7.629,38.983,63.81
Philippines,2012,88.408,32.445,7.218,7.313,41.433,65.06
Philippines,2013,95.794,40.026,7.715,6.738,41.315,65.77
Philippines,2014,101.184,42.73,8.155,7.086,43.213,66.05
Philippines,2015,112.142,46.418,9.206,6.661,49.858,65.75
Philippines,2016,122.237,51.487,9.569,7.632,53.549,65.47
Philippines,2017,134.902,61.632,9.952,7.53,55.788,65.47
Philippines,2018,140.658,64.902,9.952,8.405,57.399,65.47
Philippines,2019,146.615,69.399,9.952,8.667,58.597,65.47
Philippines,2020,136.018,68.994,9.952,7.9,49.172,65.47
Poland,1991,373.828,303.094,5.414,17.129,40.782,62.3
Poland,1992,364.741,293.86,5.538,16.611,41.541,60.63
Poland,1993,365.442,293.179,5.147,16.836,43.173,58.76
Poland,1994,360.511,283.683,6.643,18.124,45.951,58.05
Poland,1995,362.877,282.565,6.666,19.091,46.828,56.78
Poland,1996,377.563,293.186,6.219,19.81,51.09,55.94
Poland,1997,367.508,277.516,6.739,21.004,53.95,55.75
Poland,1998,339.346,251.777,6.334,20.625,52.886,53.5
Poland,1999,329.536,239.663,6.178,20.428,55.018,52.45
Poland,2000,317.692,228.827,6.114,21.838,52.815,51.26
Poland,2001,313.823,226.152,4.957,22.635,52.749,52.89
Poland,2002,306.584,219.897,4.67,22.422,52.145,51.33
Poland,2003,319.598,226.406,4.566,24.832,55.606,51.7
Poland,2004,324.413,226.424,5.07,26.563,58.807,51.09
Poland,2005,323.385,222.638,5.057,27.401,60.416,51.54
Poland,2006,337.29,232.308,5.984,27.63,63.007,51.68
Poland,2007,336.706,227.707,7.05,27.911,65.993,50.91
Poland,2008,330.454,220.472,6.693,28.134,67.207,50.6
Poland,2009,316.84,209.074,5.757,27.273,67.906,49.28
Poland,2010,334.888,220.927,6.221,29.135,70.84,49.42
Poland,2011,334.306,218.379,7.379,29.325,70.505,48.1
Poland,2012,326.702,214.04,6.384,30.558,67.244,47.57
Poland,2013,322.614,214.314,5.874,30.804,62.553,47.68
Poland,2014,310.28,202.997,6.456,29.464,62.26,47.09
Poland,2015,313.419,201.647,6.342,30.634,65.674,47.49
Poland,2016,324.342,202.099,6.53,32.42,73.949,46.8
Poland,2017,337.683,203.598,6.996,34.13,83.547,46.8
Poland,2018,336.992,198.804,7.655,34.283,86.564,46.8
Poland,2019,319.521,178.996,7.692,35.491,88.131,46.8
Poland,2020,299.593,160.834,7.692,36.626,85.228,46.8
Portugal,1991,47.152,11.594,3.271,0.947,30.706,11.37
Portugal,1992,50.982,11.88,3.136,0.592,34.716,11.46
Portugal,1993,49.496,12.536,3.195,0.555,32.53,11.43
Portugal,1994,50.277,13.188,3.292,0.442,32.434,11.83
Portugal,1995,54.543,14.594,3.462,0.784,34.585,12.04
Portugal,1996,51.838,13.55,3.388,0.925,32.904,12.15
Portugal,1997,54.711,13.732,3.561,1.14,35.042,12.28
Portugal,1998,59.268,12.307,3.537,2.458,39.701,12.56
Portugal,1999,66.906,14.909,3.827,6.464,40.467,12.61
Portugal,2000,65.698,15.015,3.809,5.726,39.894,12.6
Portugal,2001,65.264,12.713,3.627,6.28,41.277,12.44
Portugal,2002,69.749,13.72,3.91,7.373,43.325,12.67
Portugal,2003,64.654,12.987,3.616,7.331,39.281,13.29
Portugal,2004,67.495,13.094,4.004,9.148,39.764,13.02
Portugal,2005,69.713,13.076,4.088,9.616,41.504,13.24
Portugal,2006,64.927,13.082,4,9.091,37.368,12.47
Portugal,2007,62.447,11.446,4.166,9.75,35.613,12.28
Portugal,2008,60.123,9.849,4.012,10.495,34.304,11.82
Portugal,2009,57.224,10.75,3.223,9.72,32.221,11.7
Portugal,2010,53.017,6.44,3.376,10.486,31.381,11.74
Portugal,2011,51.815,8.647,2.813,10.509,28.492,11.91
Portugal,2012,49.979,11.15,2.55,9.097,25.639,11.7
Portugal,2013,48.182,10.206,2.814,8.107,25.01,11.58
Portugal,2014,47.962,10.328,3.096,7.643,25.025,11.41
Portugal,2015,52.29,12.575,2.921,9.111,25.664,11.5
Portugal,2016,50.458,10.832,2.297,9.82,25.591,11.66
Portugal,2017,55.231,12.407,2.531,12.305,25.965,11.66
Portugal,2018,51.492,10.389,2.251,11.327,25.536,11.66
Portugal,2019,47.629,5.04,2.225,12.144,26.18,11.66
Portugal,2020,40.388,2.334,2.225,11.865,21.924,11.66
Romania,1991,140.204,40.939,3.201,57.404,36.359,45.01
